--Reading network from /home/aydin/twitter/twitter_from06_to-06.induced.bin.remapped.bin.converted.balanced
Read in 4.469429s. Read 	526319	 vertices and 	65363924	 edges.
--calculating degrees on original graph
Calculated in 2.846695s.
--Generating starting verts
Generated starting verts in 7.228048s.
--Doing BFS
12464064.000000	: iteration  1: start=  219486, BFS took 	0.002881	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	22,687,534,582	, TEPS=	241,579,623	 (result discarded)
UnaryPredicateObj_SEJITS()!!!
UnaryPredicateObj()!!!
UnaryPredicateObj_Python()!!!
UnaryPredicateObj_SEJITS()!!!
UnaryPredicateObj_Python()!!!
UnaryPredicateObj_SEJITS()!!!
UnaryPredicateObj()!!!
UnaryPredicateObj_Python()!!!
UnaryPredicateObj_SEJITS()!!!
UnaryPredicateObj_Python()!!!
UnaryPredicateObj_SEJITS()!!!
UnaryPredicateObj()!!!
UnaryPredicateObj_Python()!!!
UnaryPredicateObj_SEJITS()!!!
UnaryPredicateObj_Python()!!!
UnaryPredicateObj_SEJITS()!!!
UnaryPredicateObj()!!!
UnaryPredicateObj_Python()!!!
UnaryPredicateObj_SEJITS()!!!
UnaryPredicateObj_Python()!!!
UnaryPredicateObj_SEJITS()!!!
UnaryPredicateObj()!!!
UnaryPredicateObj_Python()!!!
UnaryPredicateObj_SEJITS()!!!
UnaryPredicateObj_Python()!!!
UnaryPredicateObj_SEJITS()!!!
UnaryPredicateObj()!!!
UnaryPredicateObj_Python()!!!
UnaryPredicateObj_SEJITS()!!!
UnaryPredicateObj_Python()!!!
UnaryPredicateObj_SEJITS()!!!
UnaryPredicateObj()!!!
Generated starting verts in 19.810719s.
--Doing BFS
12464064.000000	: iteration  1: start=  219486, BFS took 	0.003066	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	21,320,177,921	, TEPS=	227,019,843	 (result discarded)
12464064.000000	: iteration  2: start=  524837, BFS took 	0.005985	s, covered 	696003	 edges, discovered 	2	 verts, TEPS incl. filtered edges=	10,921,251,160	, TEPS=	116,290,808	 (result discarded)
12464064.000000	: iteration  3: start=  379120, BFS took 	0.001783	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	36,656,794,743	, TEPS=	390,326,001	 (result discarded)
12464064.000000	: iteration  4: start=  490822, BFS took 	0.001615	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	40,471,828,740	, TEPS=	430,948,946	 (result discarded)
12464064.000000	: iteration  5: start=      60, BFS took 	0.003686	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	17,733,257,948	, TEPS=	188,825,884	 (result discarded)
12464064.000000	: iteration  6: start=   67434, BFS took 	0.001302	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	50,202,557,752	, TEPS=	534,562,931	 (result discarded)
12464064.000000	: iteration  7: start=  159123, BFS took 	0.003265	s, covered 	696003	 edges, discovered 	2	 verts, TEPS incl. filtered edges=	20,018,705,212	, TEPS=	213,161,604	 (result discarded)
12464064.000000	: iteration  8: start=  525814, BFS took 	0.004001	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	16,336,322,720	, TEPS=	173,951,148	 (result discarded)
12464064.000000	: iteration  9: start=   77240, BFS took 	0.003546	s, covered 	696003	 edges, discovered 	3	 verts, TEPS incl. filtered edges=	18,433,145,154	, TEPS=	196,278,367	 (result discarded)
12464064.000000	: iteration 10: start=  124258, BFS took 	0.002847	s, covered 	696003	 edges, discovered 	2	 verts, TEPS incl. filtered edges=	22,959,230,205	, TEPS=	244,472,671	 (result discarded)
12464064.000000	: iteration 11: start=   48599, BFS took 	0.005098	s, covered 	696003	 edges, discovered 	3	 verts, TEPS incl. filtered edges=	12,821,820,591	, TEPS=	136,528,302	 (result discarded)
12464064.000000	: iteration 12: start=  208727, BFS took 	0.066251	s, covered 	696003	 edges, discovered 	78399	 verts, TEPS incl. filtered edges=	986,609,787	, TEPS=	10,505,540	 
12464064.000000	: iteration 13: start=   98032, BFS took 	0.002973	s, covered 	696003	 edges, discovered 	6	 verts, TEPS incl. filtered edges=	21,985,258,050	, TEPS=	234,101,697	 (result discarded)
12464064.000000	: iteration 14: start=  204164, BFS took 	0.002107	s, covered 	696003	 edges, discovered 	3	 verts, TEPS incl. filtered edges=	31,020,159,299	, TEPS=	330,306,423	 (result discarded)
12464064.000000	: iteration 15: start=  181875, BFS took 	0.003674	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	17,790,796,099	, TEPS=	189,438,557	 (result discarded)
12464064.000000	: iteration 16: start=  352500, BFS took 	0.002591	s, covered 	696003	 edges, discovered 	2	 verts, TEPS incl. filtered edges=	25,228,321,329	, TEPS=	268,634,229	 (result discarded)
12464064.000000	: iteration 17: start=  208826, BFS took 	0.002396	s, covered 	696003	 edges, discovered 	2	 verts, TEPS incl. filtered edges=	27,279,220,685	, TEPS=	290,472,454	 (result discarded)
12464064.000000	: iteration 18: start=  492391, BFS took 	0.004868	s, covered 	696003	 edges, discovered 	2	 verts, TEPS incl. filtered edges=	13,427,180,325	, TEPS=	142,974,246	 (result discarded)
12464064.000000	: iteration 19: start=  283589, BFS took 	0.001357	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	48,173,636,951	, TEPS=	512,958,736	 (result discarded)
12464064.000000	: iteration 20: start=  445429, BFS took 	0.003838	s, covered 	696003	 edges, discovered 	6	 verts, TEPS incl. filtered edges=	17,030,448,992	, TEPS=	181,342,288	 (result discarded)
12464064.000000	: iteration 21: start=  220630, BFS took 	0.003723	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	17,557,231,372	, TEPS=	186,951,531	 (result discarded)
12464064.000000	: iteration 22: start=  164881, BFS took 	0.001696	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	38,542,973,132	, TEPS=	410,410,258	 (result discarded)
12464064.000000	: iteration 23: start=  360644, BFS took 	0.002420	s, covered 	696003	 edges, discovered 	2	 verts, TEPS incl. filtered edges=	27,010,459,890	, TEPS=	287,610,656	 (result discarded)
12464064.000000	: iteration 24: start=  276079, BFS took 	0.003412	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	19,157,023,820	, TEPS=	203,986,315	 (result discarded)
12464064.000000	: iteration 25: start=  107607, BFS took 	0.001385	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	47,195,071,077	, TEPS=	502,538,847	 (result discarded)
12464064.000000	: iteration 26: start=  233397, BFS took 	0.003609	s, covered 	696003	 edges, discovered 	3	 verts, TEPS incl. filtered edges=	18,111,658,049	, TEPS=	192,855,134	 (result discarded)
12464064.000000	: iteration 27: start=  462169, BFS took 	0.004145	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	15,768,789,134	, TEPS=	167,907,981	 (result discarded)
12464064.000000	: iteration 28: start=  120830, BFS took 	0.002554	s, covered 	696003	 edges, discovered 	3	 verts, TEPS incl. filtered edges=	25,593,368,921	, TEPS=	272,521,300	 (result discarded)
12464064.000000	: iteration 29: start=   14414, BFS took 	0.001596	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	40,955,507,602	, TEPS=	436,099,218	 (result discarded)
12464064.000000	: iteration 30: start=  281272, BFS took 	0.003656	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	17,877,806,839	, TEPS=	190,365,058	 (result discarded)
12464064.000000	: iteration 31: start=  352879, BFS took 	0.001354	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	48,275,430,161	, TEPS=	514,042,642	 (result discarded)
12464064.000000	: iteration 32: start=  481035, BFS took 	0.002798	s, covered 	696003	 edges, discovered 	2	 verts, TEPS incl. filtered edges=	23,362,263,987	, TEPS=	248,764,223	 (result discarded)
12464064.000000	: iteration 33: start=  219635, BFS took 	0.005053	s, covered 	696003	 edges, discovered 	2	 verts, TEPS incl. filtered edges=	12,936,166,087	, TEPS=	137,745,867	 (result discarded)
12464064.000000	: iteration 34: start=  240635, BFS took 	0.002710	s, covered 	696003	 edges, discovered 	2	 verts, TEPS incl. filtered edges=	24,120,725,663	, TEPS=	256,840,415	 (result discarded)
12464064.000000	: iteration 35: start=  294049, BFS took 	0.001578	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	41,425,833,769	, TEPS=	441,107,308	 (result discarded)
12464064.000000	: iteration 36: start=  226684, BFS took 	0.414682	s, covered 	696003	 edges, discovered 	78420	 verts, TEPS incl. filtered edges=	157,624,246	, TEPS=	1,678,402	 
12464064.000000	: iteration 37: start=   73888, BFS took 	0.001522	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	42,944,261,887	, TEPS=	457,275,715	 (result discarded)
12464064.000000	: iteration 38: start=  494280, BFS took 	0.003780	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	17,292,555,057	, TEPS=	184,133,226	 (result discarded)
12464064.000000	: iteration 39: start=  104264, BFS took 	0.001584	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	41,269,933,447	, TEPS=	439,447,262	 (result discarded)
12464064.000000	: iteration 40: start=  409681, BFS took 	0.003386	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	19,304,053,505	, TEPS=	205,551,905	 (result discarded)
12464064.000000	: iteration 41: start=  421447, BFS took 	0.001323	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	49,406,409,783	, TEPS=	526,085,450	 (result discarded)
12464064.000000	: iteration 42: start=  376828, BFS took 	0.006647	s, covered 	696003	 edges, discovered 	16	 verts, TEPS incl. filtered edges=	9,833,787,721	, TEPS=	104,711,365	 (result discarded)
12464064.000000	: iteration 43: start=  509614, BFS took 	0.005789	s, covered 	696003	 edges, discovered 	8	 verts, TEPS incl. filtered edges=	11,290,975,161	, TEPS=	120,227,674	 (result discarded)
12464064.000000	: iteration 44: start=  422506, BFS took 	0.001287	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	50,788,471,265	, TEPS=	540,801,809	 (result discarded)
12464064.000000	: iteration 45: start=  164961, BFS took 	0.002797	s, covered 	696003	 edges, discovered 	2	 verts, TEPS incl. filtered edges=	23,368,237,972	, TEPS=	248,827,835	 (result discarded)
12464064.000000	: iteration 46: start=   48842, BFS took 	0.064847	s, covered 	696003	 edges, discovered 	78410	 verts, TEPS incl. filtered edges=	1,007,971,557	, TEPS=	10,733,003	 
12464064.000000	: iteration 47: start=  364382, BFS took 	0.001071	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	61,032,094,365	, TEPS=	649,877,152	 (result discarded)
12464064.000000	: iteration 48: start=  272713, BFS took 	0.061095	s, covered 	696003	 edges, discovered 	78398	 verts, TEPS incl. filtered edges=	1,069,873,553	, TEPS=	11,392,143	 
12464064.000000	: iteration 49: start=  461260, BFS took 	0.004374	s, covered 	696003	 edges, discovered 	2	 verts, TEPS incl. filtered edges=	14,943,648,091	, TEPS=	159,121,779	 (result discarded)
12464064.000000	: iteration 50: start=  455276, BFS took 	0.001275	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	51,263,307,383	, TEPS=	545,857,922	 (result discarded)
12464064.000000	: iteration 51: start=  470848, BFS took 	0.065414	s, covered 	696003	 edges, discovered 	78418	 verts, TEPS incl. filtered edges=	999,235,210	, TEPS=	10,639,977	 
12464064.000000	: iteration 52: start=  436395, BFS took 	0.003874	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	16,872,187,081	, TEPS=	179,657,096	 (result discarded)
12464064.000000	: iteration 53: start=   44760, BFS took 	0.002826	s, covered 	696003	 edges, discovered 	4	 verts, TEPS incl. filtered edges=	23,129,685,977	, TEPS=	246,287,704	 (result discarded)
12464064.000000	: iteration 54: start=  436636, BFS took 	0.002577	s, covered 	696003	 edges, discovered 	2	 verts, TEPS incl. filtered edges=	25,363,693,948	, TEPS=	270,075,693	 (result discarded)
12464064.000000	: iteration 55: start=   20555, BFS took 	0.066821	s, covered 	696003	 edges, discovered 	78397	 verts, TEPS incl. filtered edges=	978,196,390	, TEPS=	10,415,953	 
12464064.000000	: iteration 56: start=  143711, BFS took 	0.002604	s, covered 	696003	 edges, discovered 	3	 verts, TEPS incl. filtered edges=	25,101,278,876	, TEPS=	267,281,465	 (result discarded)
12464064.000000	: iteration 57: start=   89384, BFS took 	0.000967	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	67,592,743,562	, TEPS=	719,735,741	 (result discarded)
12464064.000000	: iteration 58: start=   31180, BFS took 	0.003608	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	18,116,445,376	, TEPS=	192,906,110	 (result discarded)
12464064.000000	: iteration 59: start=  462183, BFS took 	0.003073	s, covered 	696003	 edges, discovered 	3	 verts, TEPS incl. filtered edges=	21,270,553,796	, TEPS=	226,491,439	 (result discarded)
12464064.000000	: iteration 60: start=  352911, BFS took 	0.061469	s, covered 	696003	 edges, discovered 	78401	 verts, TEPS incl. filtered edges=	1,063,362,686	, TEPS=	11,322,815	 
12464064.000000	: iteration 61: start=   51761, BFS took 	0.003374	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	19,372,256,069	, TEPS=	206,278,135	 (result discarded)
12464064.000000	: iteration 62: start=  312141, BFS took 	0.001888	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	34,620,048,982	, TEPS=	368,638,485	 (result discarded)
12464064.000000	: iteration 63: start=  221636, BFS took 	0.061852	s, covered 	696003	 edges, discovered 	78400	 verts, TEPS incl. filtered edges=	1,056,775,770	, TEPS=	11,252,676	 
12464064.000000	: iteration 64: start=  353504, BFS took 	0.003920	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	16,675,151,626	, TEPS=	177,559,039	 (result discarded)
12464064.000000	: iteration 65: start=  504155, BFS took 	0.002707	s, covered 	696003	 edges, discovered 	2	 verts, TEPS incl. filtered edges=	24,146,218,767	, TEPS=	257,111,869	 (result discarded)
12464064.000000	: iteration 66: start=  216731, BFS took 	0.002814	s, covered 	696003	 edges, discovered 	2	 verts, TEPS incl. filtered edges=	23,227,668,210	, TEPS=	247,331,031	 (result discarded)
12464064.000000	: iteration 67: start=  280615, BFS took 	0.005250	s, covered 	696003	 edges, discovered 	2	 verts, TEPS incl. filtered edges=	12,450,325,517	, TEPS=	132,572,577	 (result discarded)
12464064.000000	: iteration 68: start=  103974, BFS took 	0.002297	s, covered 	696003	 edges, discovered 	2	 verts, TEPS incl. filtered edges=	28,457,148,421	, TEPS=	303,015,171	 (result discarded)
12464064.000000	: iteration 69: start=  364148, BFS took 	0.001595	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	40,979,995,200	, TEPS=	436,359,965	 (result discarded)
12464064.000000	: iteration 70: start=  152437, BFS took 	0.005040	s, covered 	696003	 edges, discovered 	2	 verts, TEPS incl. filtered edges=	12,969,211,783	, TEPS=	138,097,741	 (result discarded)
12464064.000000	: iteration 71: start=  166061, BFS took 	0.003879	s, covered 	696003	 edges, discovered 	3	 verts, TEPS incl. filtered edges=	16,850,409,827	, TEPS=	179,425,210	 (result discarded)
12464064.000000	: iteration 72: start=   74800, BFS took 	0.064136	s, covered 	696003	 edges, discovered 	78400	 verts, TEPS incl. filtered edges=	1,019,145,178	, TEPS=	10,851,981	 
12464064.000000	: iteration 73: start=  361318, BFS took 	0.002069	s, covered 	696003	 edges, discovered 	2	 verts, TEPS incl. filtered edges=	31,592,091,252	, TEPS=	336,396,423	 (result discarded)
12464064.000000	: iteration 74: start=  412273, BFS took 	0.003967	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	16,477,711,737	, TEPS=	175,456,675	 (result discarded)
12464064.000000	: iteration 75: start=  439279, BFS took 	0.003014	s, covered 	696003	 edges, discovered 	2	 verts, TEPS incl. filtered edges=	21,687,854,433	, TEPS=	230,934,907	 (result discarded)
12464064.000000	: iteration 76: start=  217127, BFS took 	0.068557	s, covered 	696003	 edges, discovered 	78398	 verts, TEPS incl. filtered edges=	953,424,174	, TEPS=	10,152,176	 
12464064.000000	: iteration 77: start=    9625, BFS took 	0.005330	s, covered 	696003	 edges, discovered 	2	 verts, TEPS incl. filtered edges=	12,263,751,638	, TEPS=	130,585,916	 (result discarded)
12464064.000000	: iteration 78: start=   17985, BFS took 	0.002673	s, covered 	696003	 edges, discovered 	2	 verts, TEPS incl. filtered edges=	24,454,211,746	, TEPS=	260,391,416	 (result discarded)
12464064.000000	: iteration 79: start=  394815, BFS took 	0.068986	s, covered 	696003	 edges, discovered 	78399	 verts, TEPS incl. filtered edges=	947,493,054	, TEPS=	10,089,021	 
12464064.000000	: iteration 80: start=  328438, BFS took 	0.003981	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	16,418,503,287	, TEPS=	174,826,216	 (result discarded)
12464064.000000	: iteration 81: start=  520456, BFS took 	0.001626	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	40,198,851,596	, TEPS=	428,042,253	 (result discarded)
12464064.000000	: iteration 82: start=  347705, BFS took 	0.003011	s, covered 	696003	 edges, discovered 	2	 verts, TEPS incl. filtered edges=	21,708,462,102	, TEPS=	231,154,340	 (result discarded)
12464064.000000	: iteration 83: start=  393773, BFS took 	0.005206	s, covered 	696003	 edges, discovered 	2	 verts, TEPS incl. filtered edges=	12,555,237,584	, TEPS=	133,689,694	 (result discarded)
12464064.000000	: iteration 84: start=  157103, BFS took 	0.003270	s, covered 	696003	 edges, discovered 	2	 verts, TEPS incl. filtered edges=	19,989,512,788	, TEPS=	212,850,759	 (result discarded)
12464064.000000	: iteration 85: start=  147603, BFS took 	0.001717	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	38,071,957,768	, TEPS=	405,394,829	 (result discarded)
12464064.000000	: iteration 86: start=  234809, BFS took 	0.064335	s, covered 	696003	 edges, discovered 	78399	 verts, TEPS incl. filtered edges=	1,015,995,285	, TEPS=	10,818,441	 
12464064.000000	: iteration 87: start=  415412, BFS took 	0.001174	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	55,666,226,982	, TEPS=	592,740,744	 (result discarded)
12464064.000000	: iteration 88: start=  116908, BFS took 	0.001156	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	56,538,702,389	, TEPS=	602,030,968	 (result discarded)
12464064.000000	: iteration 89: start=   54329, BFS took 	0.003899	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	16,763,860,088	, TEPS=	178,503,617	 (result discarded)
12464064.000000	: iteration 90: start=   38612, BFS took 	0.002643	s, covered 	696003	 edges, discovered 	2	 verts, TEPS incl. filtered edges=	24,732,175,722	, TEPS=	263,351,210	 (result discarded)
12464064.000000	: iteration 91: start=  235734, BFS took 	0.001458	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	44,833,388,043	, TEPS=	477,391,360	 (result discarded)
12464064.000000	: iteration 92: start=  246969, BFS took 	0.005239	s, covered 	696003	 edges, discovered 	3	 verts, TEPS incl. filtered edges=	12,476,388,818	, TEPS=	132,850,103	 (result discarded)
12464064.000000	: iteration 93: start=  478211, BFS took 	0.001751	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	37,330,632,882	, TEPS=	397,501,112	 (result discarded)
12464064.000000	: iteration 94: start=   50617, BFS took 	0.001563	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	41,823,976,794	, TEPS=	445,346,783	 (result discarded)
12464064.000000	: iteration 95: start=  154534, BFS took 	0.004715	s, covered 	696003	 edges, discovered 	2	 verts, TEPS incl. filtered edges=	13,863,074,832	, TEPS=	147,615,704	 (result discarded)
12464064.000000	: iteration 96: start=  475460, BFS took 	0.062814	s, covered 	696003	 edges, discovered 	78406	 verts, TEPS incl. filtered edges=	1,040,594,880	, TEPS=	11,080,380	 
12464064.000000	: iteration 97: start=  151461, BFS took 	0.001497	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	43,662,393,357	, TEPS=	464,922,466	 (result discarded)
12464064.000000	: iteration 98: start=   62890, BFS took 	0.001276	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	51,224,994,000	, TEPS=	545,449,956	 (result discarded)
12464064.000000	: iteration 99: start=   68436, BFS took 	0.005320	s, covered 	696003	 edges, discovered 	2	 verts, TEPS incl. filtered edges=	12,286,285,197	, TEPS=	130,825,856	 (result discarded)
12464064.000000	: iteration 100: start=  276211, BFS took 	0.003252	s, covered 	696003	 edges, discovered 	3	 verts, TEPS incl. filtered edges=	20,099,425,798	, TEPS=	214,021,126	 (result discarded)
12464064.000000	: iteration 101: start=   10193, BFS took 	0.001889	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	34,602,570,729	, TEPS=	368,452,374	 (result discarded)
12464064.000000	: iteration 102: start=   44012, BFS took 	0.070606	s, covered 	696003	 edges, discovered 	78403	 verts, TEPS incl. filtered edges=	925,756,029	, TEPS=	9,857,562	 
12464064.000000	: iteration 103: start=  357284, BFS took 	0.001520	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	42,998,144,273	, TEPS=	457,849,461	 (result discarded)
12464064.000000	: iteration 104: start=  482561, BFS took 	0.001372	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	47,637,909,276	, TEPS=	507,254,242	 (result discarded)
12464064.000000	: iteration 105: start=  111383, BFS took 	0.004402	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	14,848,146,007	, TEPS=	158,104,861	 (result discarded)
12464064.000000	: iteration 106: start=  479186, BFS took 	0.001990	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	32,848,809,955	, TEPS=	349,778,117	 (result discarded)
12464064.000000	: iteration 107: start=  139762, BFS took 	0.001788	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	36,554,155,718	, TEPS=	389,233,088	 (result discarded)
12464064.000000	: iteration 108: start=  157332, BFS took 	0.005963	s, covered 	696003	 edges, discovered 	2	 verts, TEPS incl. filtered edges=	10,961,423,689	, TEPS=	116,718,570	 (result discarded)
12464064.000000	: iteration 109: start=  258724, BFS took 	0.062446	s, covered 	696003	 edges, discovered 	78398	 verts, TEPS incl. filtered edges=	1,046,729,184	, TEPS=	11,145,699	 
12464064.000000	: iteration 110: start=  307575, BFS took 	0.004688	s, covered 	696003	 edges, discovered 	4	 verts, TEPS incl. filtered edges=	13,942,743,624	, TEPS=	148,464,027	 (result discarded)
12464064.000000	: iteration 111: start=   28085, BFS took 	0.009428	s, covered 	696003	 edges, discovered 	15	 verts, TEPS incl. filtered edges=	6,932,939,709	, TEPS=	73,822,783	 (result discarded)
12464064.000000	: iteration 112: start=  297850, BFS took 	0.001527	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	42,803,461,028	, TEPS=	455,776,450	 (result discarded)
12464064.000000	: iteration 113: start=  302169, BFS took 	0.002873	s, covered 	696003	 edges, discovered 	2	 verts, TEPS incl. filtered edges=	22,751,549,202	, TEPS=	242,261,258	 (result discarded)
12464064.000000	: iteration 114: start=  323127, BFS took 	0.003767	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	17,351,656,195	, TEPS=	184,762,542	 (result discarded)
12464064.000000	: iteration 115: start=   77226, BFS took 	0.010288	s, covered 	696003	 edges, discovered 	60	 verts, TEPS incl. filtered edges=	6,353,414,008	, TEPS=	67,651,923	 (result discarded)
12464064.000000	: iteration 116: start=  503442, BFS took 	0.002933	s, covered 	696003	 edges, discovered 	2	 verts, TEPS incl. filtered edges=	22,285,495,682	, TEPS=	237,298,664	 (result discarded)
12464064.000000	: iteration 117: start=  310162, BFS took 	0.004018	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	16,267,499,429	, TEPS=	173,218,309	 (result discarded)
12464064.000000	: iteration 118: start=  137358, BFS took 	0.002746	s, covered 	696003	 edges, discovered 	2	 verts, TEPS incl. filtered edges=	23,802,410,825	, TEPS=	253,450,960	 (result discarded)
12464064.000000	: iteration 119: start=  368296, BFS took 	0.002814	s, covered 	696003	 edges, discovered 	3	 verts, TEPS incl. filtered edges=	23,227,668,210	, TEPS=	247,331,031	 (result discarded)
12464064.000000	: iteration 120: start=  121587, BFS took 	0.007751	s, covered 	696003	 edges, discovered 	5	 verts, TEPS incl. filtered edges=	8,432,979,633	, TEPS=	89,795,391	 (result discarded)
12464064.000000	: iteration 121: start=   53860, BFS took 	0.002531	s, covered 	696003	 edges, discovered 	2	 verts, TEPS incl. filtered edges=	25,824,808,580	, TEPS=	274,985,697	 (result discarded)
12464064.000000	: iteration 122: start=  280764, BFS took 	0.001372	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	47,637,909,276	, TEPS=	507,254,242	 (result discarded)
12464064.000000	: iteration 123: start=  217925, BFS took 	0.004088	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	15,988,579,220	, TEPS=	170,248,333	 (result discarded)
12464064.000000	: iteration 124: start=  499970, BFS took 	0.001383	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	47,260,156,505	, TEPS=	503,231,885	 (result discarded)
12464064.000000	: iteration 125: start=  365475, BFS took 	0.001440	s, covered 	696003	 edges, discovered 	1	 verts, TEPS incl. filtered edges=	45,390,094,021	, TEPS=	483,319,232	 (result discarded)
12464064.000000	: iteration 126: start=  259506, BFS took 	0.061904	s, covered 	696003	 edges, discovered 	78404	 verts, TEPS incl. filtered edges=	1,055,892,560	, TEPS=	11,243,272	 

BFS execution times (PythonSR_SejitsFilter_OTF)
            min_PythonSR_SejitsFilter_OTFtime	12464064.000000	: 	6.10949993133544922e-02
  firstquartile_PythonSR_SejitsFilter_OTFtime	12464064.000000	: 	6.20394349098205566e-02
         median_PythonSR_SejitsFilter_OTFtime	12464064.000000	: 	6.45909309387207031e-02
  thirdquartile_PythonSR_SejitsFilter_OTFtime	12464064.000000	: 	6.81229829788208008e-02
            max_PythonSR_SejitsFilter_OTFtime	12464064.000000	: 	4.14681911468505859e-01
           mean_PythonSR_SejitsFilter_OTFtime	12464064.000000	: 	8.66384357213973999e-02
         stddev_PythonSR_SejitsFilter_OTFtime	12464064.000000	: 	8.75254762382608187e-02
          total_PythonSR_SejitsFilter_OTFtime	12464064.000000	: 	1.386215e+00

number of edges traversed OTF
            min_PythonSR_SejitsFilter_OTFnedge	12464064.000000	: 	6.96003000000000000e+05
  firstquartile_PythonSR_SejitsFilter_OTFnedge	12464064.000000	: 	6.96003000000000000e+05
         median_PythonSR_SejitsFilter_OTFnedge	12464064.000000	: 	6.96003000000000000e+05
  thirdquartile_PythonSR_SejitsFilter_OTFnedge	12464064.000000	: 	6.96003000000000000e+05
            max_PythonSR_SejitsFilter_OTFnedge	12464064.000000	: 	6.96003000000000000e+05
           mean_PythonSR_SejitsFilter_OTFnedge	12464064.000000	: 	6.96003000000000000e+05
         stddev_PythonSR_SejitsFilter_OTFnedge	12464064.000000	: 	0.00000000000000000e+00
          total_PythonSR_SejitsFilter_OTFnedge	12464064.000000	: 	1.113605e+07

TEPS (PythonSR_SejitsFilter_OTF)
            min_PythonSR_SejitsFilter_OTF_TEPS	12464064.000000	: 	1.67840212160510360e+06
